0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
31, Private,33,19, 10th grade,0, Not in universe, Divorced, Retail trade, Sales, White, All other, Female, Not in universe, Other job loser, Unemployed full-time,0,0,0, Single, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,1538.34, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, Poland, Poland, United-States, Native- Born in the United States,0, Not in universe,2,35,95,1,773
30, Private,32,38, 11th grade,0, Not in universe, Never married, Wholesale trade, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,2239.41, Nonmover, Nonmover, Nonmover, Yes, Not in universe,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,26,94,1,774
20, Not in universe,0,0, High school graduate,0, Not in universe, Separated, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,2394.4, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1,775
51, Not in universe,0,0, 11th grade,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Other Rel 18+ spouse of subfamily RP, Other relative of householder,1356.9, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1,776
62, State government,43,9, Doctorate degree(PhD EdD),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,7688,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,3492.19, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,777
68, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,419,0, Joint both 65+, Not in universe, Not in universe, Householder, Householder,1894.45, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,-1,778
51, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,15024,0,250, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1111.19, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,48,95,-1,779
27, Private,6,36, 9th grade,0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, South, Maine, Spouse of householder, Spouse of householder,2467.35, NonMSA to nonMSA, Same county, Same county, No, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,780
36, Private,31,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Utilities and sanitary services, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,2500, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1929.17, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,781
87, Not in universe,0,0, Associates degree-occup /vocational,0, Not in universe, Divorced, Not in universe or children, Not in universe, White, Cuban, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,977.78, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, Cuba, Cuba, Native- Born abroad of American Parent(s),0, Not in universe,2,0,94,1,782
45, Private,29,33, High school graduate,0, Not in universe, Married-civilian spouse present, Transportation, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2679.48, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,46,95,-1,783
38, Local government,31,33, High school graduate,0, Not in universe, Married-civilian spouse present, Utilities and sanitary services, Precision production craft & repair, White, Other Spanish, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,781.29, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,784
28, Private,14,4, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2211.06, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,785
84, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,970.54, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Germany, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1,786
41, Self-employed-incorporated,32,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Wholesale trade, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,2500, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1048.27, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,787
39, Self-employed-not incorporated,44,32, High school graduate,0, Not in universe, Divorced, Social services, Other service, White, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces,9562,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,158.92, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, Nicaragua, Nicaragua, ?, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,94,-1,788
48, Local government,40,2, Bachelors degree(BA AB BS),0, Not in universe, Divorced, Entertainment, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,2195.39, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,789
39, Local government,43,10, Bachelors degree(BA AB BS),0, Not in universe, Divorced, Education, Professional specialty, Black, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,1330.41, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,790
37, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Midwest, Nevada, Spouse of householder, Spouse of householder,1386.72, MSA to MSA, Same county, Same county, No, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,791
43, Private,29,38, High school graduate,0, Not in universe, Married-civilian spouse present, Transportation, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1688.81, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, No,1,52,94,-1,792
68, Private,2,3, High school graduate,0, Not in universe, Widowed, Agriculture, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, South, South Dakota, Nonfamily householder, Householder,1874.27, NonMSA to nonMSA, Same county, Same county, No, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,793
36, Private,33,19, Some college but no degree,0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1224.9, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,794
48, Private,34,11, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Never married, Finance insurance and real estate, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,436.15, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, ?, South Korea, ?, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,-1,795
44, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2922.01, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,796
49, Federal government,49,1, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Public administration, Executive admin and managerial, White, All other, Male, Yes, Not in universe, Children or Armed Forces,0,0,553, Joint both under 65, Not in universe, Not in universe, Householder, Householder,525.87, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,797
50, Private,25,18, Associates degree-academic program,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Sales, White, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2107.15, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,798
47, Self-employed-not incorporated,42,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Medical except hospital, Executive admin and managerial, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,200, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1122.8, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, Thailand, Thailand, United-States, Native- Born in the United States,0, Not in universe,2,50,95,1,799
69, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both 65+, Not in universe, Not in universe, Householder, Householder,1599.46, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,1,94,1,800
11, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,3876.36, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1,801
6, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1416.62, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, Dominican-Republic, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1,802
58, Not in universe,0,0, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,1977,138, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1293.12, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, ?, England, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,803
44, State government,47,28, High school graduate,0, Not in universe, Married-civilian spouse present, Public administration, Protective services, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,200, Joint both under 65, Not in universe, Not in universe, Householder, Householder,3059.33, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,804
41, Federal government,50,1, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Divorced, Public administration, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,3488.56, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,805
46, Private,29,38, High school graduate,0, Not in universe, Divorced, Transportation, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1755.86, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,806
42, Private,27,2, Some college but no degree,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,7298,0,1500, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1387.7, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, ?, ?, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,807
28, State government,41,8, Bachelors degree(BA AB BS),1450, Not in universe, Married-civilian spouse present, Hospital services, Professional specialty, White, All other, Female, No, Not in universe, PT for non-econ reasons usually FT,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,903.1, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,808
48, Local government,29,38, Some college but no degree,0, Not in universe, Married-civilian spouse present, Transportation, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2820.41, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,809
52, Private,23,33, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,736.72, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,810
49, Private,39,32, Some college but no degree,0, Not in universe, Married-civilian spouse present, Personal services except private HH, Other service, White, All other, Male, Not in universe, Not in universe, PT for econ reasons usually PT,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1194.59, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,811
64, Private,35,16, High school graduate,0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Sales, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,3000, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder,2222.82, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,812
6, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2325.62, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1,813
49, Private,33,16, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, No, Not in universe, Full-time schedules,0,0,1000, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2425.08, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, Iran, Iran, Iran, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,-1,814
8, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Northeast, Michigan, Child <18 never marr not in subfamily, Child under 18 never married,809.77, MSA to MSA, Same county, Same county, No, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1,815
55, Private,31,33, Some college but no degree,0, Not in universe, Married-civilian spouse present, Utilities and sanitary services, Precision production craft & repair, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,15024,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1904.01, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,816
14, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1149.11, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1,817
60, Self-employed-incorporated,45,11, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Married-civilian spouse present, Other professional services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1019.78, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,52,95,-1,818
19, Not in universe,0,0, Some college but no degree,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,12960.2, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,35,95,1,819
47, Private,41,7, Doctorate degree(PhD EdD),0, Not in universe, Married-civilian spouse present, Hospital services, Professional specialty, Black, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,972.45, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, Haiti, Haiti, Haiti, Foreign born- Not a citizen of U S ,2, Not in universe,2,52,95,-1,820
31, Private,35,17, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Sales, White, All other, Male, No, Not in universe, Full-time schedules,0,0,4000, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1983.58, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,821
58, Self-employed-not incorporated,2,43, Some college but no degree,0, Not in universe, Married-civilian spouse present, Agriculture, Farming forestry and fishing, White, All other, Male, Not in universe, Not in universe, Full-time schedules,15024,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1283.86, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, ?, United-States, Native- Born in the United States,2, Not in universe,2,52,95,-1,822
65, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder,452.16, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,-1,823
54, Federal government,40,21, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Entertainment, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Full-time schedules,15024,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1118.89, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,824
38, Private,37,15, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Business and repair services, Technicians and related support, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,1000, Joint both under 65, Not in universe, Not in universe, Householder, Householder,943.55, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, ?, ?, ?, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,95,-1,825
39, Federal government,50,1, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Public administration, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1393.12, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,826
34, Private,42,2, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Medical except hospital, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, PT for econ reasons usually PT,15024,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1162.14, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,827
34, Private,45,3, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Other professional services, Executive admin and managerial, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,3464.89, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, England, Scotland, ?, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,-1,828
4, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,429.98, ?, ?, ?, Not in universe under 1 year old, ?,0, Father only present, Mexico, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1,829
32, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2364.17, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1,830
67, Not in universe,0,0, High school graduate,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,1668,100, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1496.48, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Germany, Germany, Germany, Foreign born- U S citizen by naturalization,0, Not in universe,2,0,95,1,831
13, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Other Rel <18 never marr child of subfamily RP, Other relative of householder,1816.15, ?, ?, ?, Not in universe under 1 year old, ?,0, Father only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1,832
21, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1494.79, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,833
43, Self-employed-incorporated,32,16, Some college but no degree,0, Not in universe, Married-civilian spouse present, Wholesale trade, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,99999,0,285, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1391.8, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,834
42, Private,13,37, 9th grade,0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1168.51, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,1,835
75, Self-employed-not incorporated,32,16, 7th and 8th grade,0, Not in universe, Married-civilian spouse present, Wholesale trade, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,401.84, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,836
36, Private,34,17, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,750, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1268.62, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,50,95,-1,837
51, Private,11,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2234.71, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, France, France, France, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,-1,838
14, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1858.84, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1,839
56, Local government,47,4, Some college but no degree,0, Not in universe, Married-civilian spouse present, Public administration, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2809.15, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,840
34, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,32, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2678.31, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,48,95,1,841
